ques_1_1,ques_1_2,ques_1_3,ques_1_4,ques_1_5,ques_1_6,ques_1_7,ques_1_8,ques_1_9,ques_1_10,ques_1_11,ques_1_12,ques_1_13,ques_1_14,ques_1_15,ques_1_16,ques_1_17,ques_1_18,ques_1_19,ques_1_20,ques_1_21,ques_1_22,ques_1_23,ques_1_24,ques_1_25,ques_1_26,ques_1_27,ques_1_28,ques_1_29,ques_1_30,ques_1_31,ques_1_32,id,interview,school,class,studentid,classind,classsize,idt,st_V8,sch_score_68_3,sch_score_68_8,sch_score_68_13,sch_gpa_68,sch_score_70_3,sch_score_70_8,sch_score_70_13,sch_gpa_10,age,iq,edu_father,edu_mother,empmot,int_index,int_5q,intdum1,intdum2,intdum3,intdum4,intdum5,intdum6,iq_d1,iq_d2,iq_d3,iq_d4,iq_d5,iq_d6,edu_fatherd1,edu_fatherd2,edu_fatherd3,edu_fatherd4,edu_fatherdm,edu_motherd1,edu_motherd2,edu_motherd3,edu_motherd4,edu_motherdm,prestige,fem,_merge
4,5,7,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103117,1,3,1,17,3,23,3117,neusprachlich,3,4,3,3,4,4,4,3.6666667,15,35,2,6,2,15,4,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,62,1,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103118,1,3,1,18,3,23,3118,neusprachlich,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,,0,3
7,13,15,21,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,103119,1,3,1,19,3,23,3119,neusprachlich,,,,,4,3,4,3.4545455,17,36,10,6,2,12,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,73,0,3
2,4,6,9,13,15,16,17,20,22,,,,,,,,,,,,,,,,,,,,,,,103120,1,3,1,20,3,23,3120,neusprachlich,4,4,5,4,4,4,4,3.6363637,18,41,10,6,2,12,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,73,0,3
7,13,15,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103121,1,3,1,21,3,23,3121,neusprachlich,,,,,4,4,4,3.6363637,17,47,13,2,2,13,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,69,0,3
4,6,10,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103122,1,3,1,22,3,23,3122,neusprachlich,4,5,4,3.4545455,4,5,4,3.6666667,15,38,13,6,2,12,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,69,1,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103123,1,3,1,23,3,23,3123,neusprachlich,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,,1,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104101,1,4,1,1,4,34,4101,MATH.-NAT,4,3,4,3.5,4,3,5,3.6363637,17,,3,2,3,,,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,38,0,3
9,12,24,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104102,1,4,1,2,4,34,4102,MATH.-NAT,,,,,4,3,1,3.090909,15,57,2,1,1,19,5,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,58,0,3
1,12,19,24,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,104103,1,4,1,3,4,34,4103,MATH.-NAT,2,3,4,3.6363637,3,4,4,3.8333333,16,46,10,6,3,8,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,57,0,3
1,6,13,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104104,1,4,1,4,4,34,4104,MATH.-NAT,4,,3,3.5454545,4,5,2,3.4166667,16,59,9,12,2,17,5,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,55,0,3
1,3,7,8,15,20,,,,,,,,,,,,,,,,,,,,,,,,,,,104105,1,4,1,5,4,34,4105,MATH.-NAT,3,5,4,3.7272727,,,,,16,17,11,11,1,12,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,64,0,3
3,13,14,17,19,29,,,,,,,,,,,,,,,,,,,,,,,,,,,104106,1,4,1,6,4,34,4106,MATH.-NAT,3,3,4,2.75,3,4,4,3.1666667,17,37,9,6,3,16,4,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,74,0,3
1,3,5,8,12,14,15,20,24,29,32,,,,,,,,,,,,,,,,,,,,,,104107,1,4,1,7,4,34,4107,MATH.-NAT,4,,3,3.5999999,3,3,3,3.0833333,15,44,11,11,1,14,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,64,0,3
5,7,14,17,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,104108,1,4,1,8,4,34,4108,MATH.-NAT,4,5,4,3.909091,4,6,4,4,18,18,2,1,3,13,2,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,54,0,3
2,6,14,23,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,104109,1,4,1,9,4,34,4109,MATH.-NAT,4,5,4,4.1666665,3,4,4,3.4615386,18,41,7,7,2,10,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,43,0,3
3,6,13,16,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,104110,1,4,1,10,4,34,4110,MATH.-NAT,2,3,4,3.25,3,4,3,3.3333333,17,52,2,5,1,18,5,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,44,0,3
1,5,15,29,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,104111,1,4,1,11,4,34,4111,MATH.-NAT,4,4,4,3.8,3,4,2,3.1666667,16,36,13,1,1,13,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,74,1,3
3,15,20,24,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,104112,1,4,1,12,4,34,4112,MATH.-NAT,4,4,2,3.3333333,4,4,2,2.9166667,17,58,13,11,2,14,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,74,0,3
4,6,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104113,1,4,1,13,4,34,4113,MATH.-NAT,4,4,4,3.7272727,4,4,3,3.5,17,27,3,10,1,7,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,43,0,3
1,8,15,16,17,20,24,31,,,,,,,,,,,,,,,,,,,,,,,,,104114,1,4,1,14,4,34,4114,MATH.-NAT,3,4,2,3.2727273,3,4,1,2.5,17,47,2,5,3,13,2,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,70,0,3
1,3,16,20,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,104115,1,4,1,15,4,34,4115,MATH.-NAT,4,5,4,4,4,5,3,3.5454545,15,32,1,6,1,14,3,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,43,0,3
7,12,15,20,24,25,29,,,,,,,,,,,,,,,,,,,,,,,,,,104116,1,4,1,16,4,34,4116,MATH.-NAT,4,4,3,3.909091,3,5,4,3.8181818,17,33,1,6,1,18,5,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,43,1,3
1,6,8,14,20,32,,,,,,,,,,,,,,,,,,,,,,,,,,,104117,1,4,1,17,4,34,4117,MATH.-NAT,3,5,3,3.2727273,3,4,3,3,17,48,13,10,1,16,4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,71,0,3
13,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104118,1,4,1,18,4,34,4118,MATH.-NAT,4,4,4,3.4545455,3,4,3,3.4166667,16,33,13,10,2,12,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,64,0,3
3,6,15,20,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,104119,1,4,1,19,4,34,4119,MATH.-NAT,3,4,4,3.6666667,3,2,2,3.2727273,17,44,13,2,2,11,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,71,0,3
1,7,12,15,16,19,32,,,,,,,,,,,,,,,,,,,,,,,,,,104120,1,4,1,20,4,34,4120,MATH.-NAT,4,4,3,3.4166667,4,4,2,2.8333333,18,40,10,6,3,13,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,58,0,3
5,6,8,14,26,27,28,,,,,,,,,,,,,,,,,,,,,,,,,,104121,1,4,1,21,4,34,4121,MATH.-NAT,4,4,4,3.5454545,4,4,3,3.5833333,16,39,9,1,3,12,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,52,0,3
13,14,18,24,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,104122,1,4,1,22,4,34,4122,MATH.-NAT,4,4,3,3,3,4,3,2.8333333,14,49,6,2,2,14,3,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,58,0,3
9,15,27,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104123,1,4,1,23,4,34,4123,MATH.-NAT,4,4,6,4.0833335,4,3,2,3.25,17,19,3,1,2,10,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,52,0,3
3,5,12,29,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,104124,1,4,1,24,4,34,4124,MATH.-NAT,4,4,4,3.5454545,4,3,3,3.4166667,16,42,13,1,3,17,5,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,74,0,3
7,14,15,16,29,33,,,,,,,,,,,,,,,,,,,,,,,,,,,104125,1,4,1,25,4,34,4125,MATH.-NAT,,,,,3,3,3,3.4000001,17,41,2,2,2,12,2,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,46,1,3
10,21,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104126,1,4,1,26,4,34,4126,MATH.-NAT,4,4,3,3.3636363,4,4,3,3.4166667,15,26,4,6,2,14,3,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,72,0,3
8,17,19,23,24,33,,,,,,,,,,,,,,,,,,,,,,,,,,,104127,1,4,1,27,4,34,4127,MATH.-NAT,4,5,3,3.5999999,3,5,3,3.25,16,38,13,13,1,14,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,74,0,3
1,12,13,14,20,24,31,,,,,,,,,,,,,,,,,,,,,,,,,,104128,1,4,1,28,4,34,4128,MATH.-NAT,3,3,3,3,3,2,2,2.7272727,15,31,10,2,2,14,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,53,1,3
6,7,16,20,24,33,,,,,,,,,,,,,,,,,,,,,,,,,,,104129,1,4,1,29,4,34,4129,MATH.-NAT,4,4,4,3.5454545,3,4,4,3.25,16,45,8,2,2,12,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,62,0,3
4,16,20,22,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,104130,1,4,1,30,4,34,4130,MATH.-NAT,4,4,4,3.6666667,4,4,3,3.5833333,15,30,13,10,2,14,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,70,0,3
7,11,15,20,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,104131,1,4,1,31,4,34,4131,MATH.-NAT,,,,,4,3,1,3,15,48,2,4,1,16,4,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,58,1,3
1,3,6,7,12,17,19,24,,,,,,,,,,,,,,,,,,,,,,,,,104132,1,4,1,32,4,34,4132,MATH.-NAT,,,,,3,4,4,3.3333333,18,50,13,8,2,15,4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,55,0,3
5,6,7,8,12,13,14,15,24,25,26,27,29,,,,,,,,,,,,,,,,,,,,104133,1,4,1,33,4,34,4133,MATH.-NAT,4,4,4,3.6666667,3,3,3,3.4166667,16,37,10,7,2,12,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,58,0,3
10,20,28,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104134,1,4,1,34,4,34,4134,MATH.-NAT,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,,1,3
4,8,9,10,11,12,16,18,20,23,24,26,,,,,,,,,,,,,,,,,,,,,105101,1,5,1,1,5,26,5101,aufbauzweig,4,3,3,3.2727273,4,4,4,3.3333333,16,29,2,2,2,18,5,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,39,0,3
6,8,11,12,17,22,23,,,,,,,,,,,,,,,,,,,,,,,,,,105102,1,5,1,2,5,26,5102,aufbauzweig,3,3,2,2,2,5,2,2.1818182,17,41,2,1,1,13,2,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,46,0,3
12,15,22,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105103,1,5,1,3,5,26,5103,aufbauzweig,3,3,4,3.090909,4,3,5,3.3636363,16,33,2,2,2,16,4,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,42,0,3
4,8,11,12,15,20,24,26,,,,,,,,,,,,,,,,,,,,,,,,,105104,1,5,1,4,5,26,5104,aufbauzweig,3,3,3,3,4,5,4,3.3333333,16,43,2,2,2,17,5,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,46,0,3
10,11,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105105,1,5,1,5,5,26,5105,aufbauzweig,4,4,4,3.1818182,3,4,4,2.909091,16,32,2,1,3,17,5,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,35,0,3
2,8,17,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105106,1,5,1,6,5,26,5106,aufbauzweig,4,4,4,3.6363637,4,5,4,3.3636363,16,47,2,1,2,13,2,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,46,0,3
21,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105107,1,5,1,7,5,26,5107,aufbauzweig,3,2,3,2.090909,2,3,3,2.25,17,27,2,5,2,11,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,28,0,3
2,6,7,11,12,14,17,21,22,23,26,,,,,,,,,,,,,,,,,,,,,,105108,1,5,1,8,5,26,5108,aufbauzweig,4,3,4,3.4545455,4,3,3,3.090909,15,43,2,2,3,15,4,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,23,0,3
1,4,10,11,12,14,15,17,20,22,23,24,25,26,,,,,,,,,,,,,,,,,,,105109,1,5,1,9,5,26,5109,aufbauzweig,5,5,5,3.4545455,,,,,17,39,2,2,1,18,5,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,28,0,3
5,11,12,22,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,105110,1,5,1,10,5,26,5110,aufbauzweig,4,4,4,3.5454545,4,4,4,3.3636363,16,41,2,1,1,12,2,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,42,0,3
5,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105111,1,5,1,11,5,26,5111,aufbauzweig,3,2,3,2.8181818,3,2,3,2.5833333,17,32,1,1,2,18,5,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,23,0,3
2,4,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105112,1,5,1,12,5,26,5112,aufbauzweig,4,3,2,2.5454545,2,3,2,2.2727273,17,36,1,1,3,13,2,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,39,0,3
4,5,6,8,10,11,12,16,18,20,24,26,,,,,,,,,,,,,,,,,,,,,105113,1,5,1,13,5,26,5113,aufbauzweig,4,5,4,3.4545455,5,4,4,3.6363637,15,32,1,1,3,16,4,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,38,0,3
7,8,12,15,21,22,,,,,,,,,,,,,,,,,,,,,,,,,,,105114,1,5,1,14,5,26,5114,aufbauzweig,5,4,4,3.4545455,4,5,4,3.3636363,16,33,1,1,3,10,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,28,0,3
7,8,12,14,21,22,,,,,,,,,,,,,,,,,,,,,,,,,,,105115,1,5,1,15,5,26,5115,aufbauzweig,4,3,2,2.909091,4,5,2,2.909091,17,61,1,2,2,13,2,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,24,0,3
2,6,9,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105116,1,5,1,16,5,26,5116,aufbauzweig,5,5,2,3.25,3,4,2,2.8181818,16,49,2,2,2,13,2,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,24,0,3
2,5,6,7,8,11,12,14,15,18,20,21,22,23,,,,,,,,,,,,,,,,,,,105117,1,5,1,17,5,26,5117,aufbauzweig,4,4,3,2.909091,3,4,3,2.8181818,17,30,6,2,1,11,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,43,0,3
4,5,6,11,12,14,15,17,19,20,21,22,23,24,25,26,,,,,,,,,,,,,,,,,105118,1,5,1,18,5,26,5118,aufbauzweig,4,3,2,2.5454545,4,4,3,2.909091,15,36,1,1,3,14,3,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,26,0,3
6,11,12,16,22,23,24,,,,,,,,,,,,,,,,,,,,,,,,,,105119,1,5,1,19,5,26,5119,aufbauzweig,3,4,4,3.090909,2,5,3,2.909091,16,37,2,5,1,13,2,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,33,0,3
7,17,21,23,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,105120,1,5,1,20,5,26,5120,aufbauzweig,3,3,3,3,4,3,3,3.090909,15,42,1,1,3,14,3,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,24,0,3
2,5,6,7,8,12,14,15,17,20,21,22,23,24,25,,,,,,,,,,,,,,,,,,105121,1,5,1,21,5,26,5121,aufbauzweig,4,4,3,3.2727273,4,5,3,3.1666667,17,36,2,2,2,13,2,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,42,0,3
7,14,17,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105122,1,5,1,22,5,26,5122,aufbauzweig,3,2,3,2.090909,2,4,3,2.1818182,17,35,2,2,1,12,2,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,43,0,3
2,7,20,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105123,1,5,1,23,5,26,5123,aufbauzweig,4,3,3,2.5,4,3,4,2.5454545,17,33,2,2,2,15,4,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,42,0,3
4,12,14,21,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,105124,1,5,1,24,5,26,5124,aufbauzweig,4,5,3,3.3636363,4,5,3,3.4545455,16,48,3,2,1,12,2,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,35,0,3
3,4,7,11,12,14,17,18,21,22,23,,,,,,,,,,,,,,,,,,,,,,105125,1,5,1,25,5,26,5125,aufbauzweig,4,3,3,3.2727273,4,3,4,3,17,33,4,1,3,8,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,38,0,3
7,8,11,12,20,22,23,,,,,,,,,,,,,,,,,,,,,,,,,,105126,1,5,1,26,5,26,5126,aufbauzweig,4,3,3,2.8181818,4,4,4,3.4545455,15,18,1,1,3,9,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,44,0,3
4,6,7,12,13,36,,,,,,,,,,,,,,,,,,,,,,,,,,,106101,1,6,1,1,6,39,6101,neusprachlich,5,3,3,3.6923077,4,4,4,3.6666667,16,46,11,1,3,18,5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,57,1,3
4,6,9,13,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,106102,1,6,1,2,6,39,6102,neusprachlich,3,4,4,3.6363637,4,4,4,3.6666667,15,29,5,3,3,14,3,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,38,1,3
1,15,17,31,32,34,,,,,,,,,,,,,,,,,,,,,,,,,,,106103,1,6,1,3,6,39,6103,neusprachlich,4,4,3,3,4,4,4,3.625,16,38,2,2,2,12,2,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,43,1,3
1,2,6,8,13,28,,,,,,,,,,,,,,,,,,,,,,,,,,,106104,1,6,1,4,6,39,6104,neusprachlich,4,4,4,3.5454545,,,,,17,36,5,2,2,12,2,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,43,1,3
3,13,15,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106105,1,6,1,5,6,39,6105,neusprachlich,4,4,4,3.8461537,4,4,4,3.9166667,15,27,6,2,3,17,5,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,46,1,3
1,2,3,4,7,8,12,13,15,16,20,21,23,27,28,29,31,32,33,34,35,,,,,,,,,,,,106106,1,6,1,6,6,39,6106,neusprachlich,3,4,4,3.25,,,,,16,40,4,3,1,12,2,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,34,1,3
1,3,6,10,12,13,25,,,,,,,,,,,,,,,,,,,,,,,,,,106107,1,6,1,7,6,39,6107,neusprachlich,,,,,3,4,4,3.5,16,39,13,13,1,15,4,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,74,1,3
19,20,28,30,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,106108,1,6,1,8,6,39,6108,neusprachlich,3,3,5,3.090909,3,4,5,3.5833333,16,34,2,1,2,13,2,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,60,1,3
2,8,13,17,21,28,30,31,,,,,,,,,,,,,,,,,,,,,,,,,106109,1,6,1,9,6,39,6109,neusprachlich,3,3,3,2.6363637,3,3,3,2.4166667,15,40,2,1,3,17,5,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,34,1,3
3,6,7,13,17,20,22,23,24,25,29,32,38,,,,,,,,,,,,,,,,,,,,106110,1,6,1,10,6,39,6110,neusprachlich,3,4,2,2.6666667,3,4,4,2.75,15,44,9,9,2,9,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,62,1,3
15,19,27,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106111,1,6,1,11,6,39,6111,neusprachlich,3,3,4,3.4545455,4,4,4,3.8333333,14,42,10,2,2,12,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,62,1,3
1,6,7,13,17,28,35,,,,,,,,,,,,,,,,,,,,,,,,,,106112,1,6,1,12,6,39,6112,neusprachlich,4,4,5,3.5,4,3,4,3.3636363,16,23,11,5,2,15,4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,64,1,3
1,2,4,6,12,35,,,,,,,,,,,,,,,,,,,,,,,,,,,106113,1,6,1,13,6,39,6113,neusprachlich,2,4,3,3,3,4,4,2.9166667,17,27,10,6,1,10,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,53,1,3
1,8,13,14,20,25,26,30,31,37,,,,,,,,,,,,,,,,,,,,,,,106114,1,6,1,14,6,39,6114,neusprachlich,3,4,3,3.1818182,3,4,4,3,14,27,2,1,1,15,4,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,44,1,3
11,16,27,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106115,1,6,1,15,6,39,6115,neusprachlich,2,4,2,3.2727273,3,4,3,3.1666667,15,46,2,1,1,17,5,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,43,1,3
3,14,15,20,22,23,35,38,39,,,,,,,,,,,,,,,,,,,,,,,,106116,1,6,1,16,6,39,6116,neusprachlich,3,3,3,2.909091,3,3,3,2.75,14,44,13,3,2,16,4,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,74,1,3
3,6,9,31,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,106117,1,6,1,17,6,39,6117,neusprachlich,3,4,3,3.090909,4,4,4,3.6666667,15,39,8,10,2,17,5,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,43,1,3
13,19,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106118,1,6,1,18,6,39,6118,neusprachlich,3,3,4,3,3,4,4,3.0833333,14,42,2,1,2,18,5,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,42,1,3
8,9,15,18,17,21,30,34,,,,,,,,,,,,,,,,,,,,,,,,,106119,1,6,1,19,6,39,6119,neusprachlich,3,3,2,2.75,4,3,3,2.75,15,52,2,2,2,15,4,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,62,1,3
8,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106120,1,6,1,20,6,39,6120,neusprachlich,3,3,3,3,3,3,2,2.8333333,14,31,1,7,1,14,3,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,58,1,3
9,17,19,26,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,106121,1,6,1,21,6,39,6121,neusprachlich,3,4,4,3.0833333,3,3,5,3.3333333,15,25,2,1,3,9,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,38,1,3
3,7,10,13,20,23,25,29,33,34,38,,,,,,,,,,,,,,,,,,,,,,106122,1,6,1,22,6,39,6122,neusprachlich,3,5,4,3.1666667,3,4,4,3.3333333,14,33,12,12,3,9,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,60,1,3
6,10,13,16,17,22,25,29,31,33,38,39,,,,,,,,,,,,,,,,,,,,,106123,1,6,1,23,6,39,6123,neusprachlich,3,4,3,2.6666667,3,4,3,2.75,15,39,1,1,2,12,2,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,44,1,3
