ques_1_1,ques_1_2,ques_1_3,ques_1_4,ques_1_5,ques_1_6,ques_1_7,ques_1_8,ques_1_9,ques_1_10,ques_1_11,ques_1_12,ques_1_13,ques_1_14,ques_1_15,ques_1_16,ques_1_17,ques_1_18,ques_1_19,ques_1_20,ques_1_21,ques_1_22,ques_1_23,ques_1_24,ques_1_25,ques_1_26,ques_1_27,ques_1_28,ques_1_29,ques_1_30,ques_1_31,ques_1_32,id,interview,school,class,studentid,classind,classsize,idt,st_V8,sch_score_68_3,sch_score_68_8,sch_score_68_13,sch_gpa_68,sch_score_70_3,sch_score_70_8,sch_score_70_13,sch_gpa_10,age,iq,edu_father,edu_mother,empmot,int_index,int_5q,intdum1,intdum2,intdum3,intdum4,intdum5,intdum6,iq_d1,iq_d2,iq_d3,iq_d4,iq_d5,iq_d6,edu_fatherd1,edu_fatherd2,edu_fatherd3,edu_fatherd4,edu_fatherdm,edu_motherd1,edu_motherd2,edu_motherd3,edu_motherd4,edu_motherdm,prestige,fem,_merge
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132130,1,32,1,30,54,37,32130,neusprachlich,4,4,4,3.6363637,,,,,16,,10,8,2,,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,65,0,3
14,15,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132131,1,32,1,31,54,37,32131,neusprachlich,4,4,3,3.1818182,3,3,4,2.9166667,14,43,2,6,2,14,3,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,57,0,3
3,6,24,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132132,1,32,1,32,54,37,32132,neusprachlich,3,4,4,3.5454545,,,,,16,50,2,2,3,11,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,42,0,3
1,10,23,24,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,132133,1,32,1,33,54,37,32133,neusprachlich,4,3,4,3.6363637,3,2,4,3,16,38,13,4,2,8,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,64,0,3
8,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132134,1,32,1,34,54,37,32134,neusprachlich,2,2,3,2.6363637,2,2,1,2.5833333,15,61,9,3,2,14,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,46,0,3
1,6,8,10,13,20,35,,,,,,,,,,,,,,,,,,,,,,,,,,132135,1,32,1,35,54,37,32135,neusprachlich,4,4,5,3.909091,4,4,5,3.6666667,15,33,13,10,1,6,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,74,0,3
7,12,18,21,22,37,,,,,,,,,,,,,,,,,,,,,,,,,,,132136,1,32,1,36,54,37,32136,neusprachlich,3,3,3,3.7272727,3,4,3,4,14,53,6,2,1,11,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,44,0,3
1,7,11,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132137,1,32,1,37,54,37,32137,neusprachlich,3,4,3,3.5454545,2,4,4,3.3333333,16,39,8,6,3,14,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,46,0,3
7,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132201,1,32,2,1,55,28,32201,aufbauzweig,4,4,4,3.2727273,4,3,5,3.3,16,13,2,2,3,14,3,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,47,1,3
1,3,11,13,19,23,27,,,,,,,,,,,,,,,,,,,,,,,,,,132202,1,32,2,2,55,28,32202,aufbauzweig,4,4,5,3.9000001,4,3,4,3.5555556,17,26,6,6,2,13,2,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,62,0,3
5,12,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132203,1,32,2,3,55,28,32203,aufbauzweig,3,4,4,3.5,4,4,4,3.7777777,16,47,13,8,2,18,5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,64,0,3
3,4,8,17,18,26,28,,,,,,,,,,,,,,,,,,,,,,,,,,132204,1,32,2,4,55,28,32204,aufbauzweig,4,4,4,3,4,3,4,2.9000001,16,39,9,4,2,13,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,70,1,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132205,1,32,2,5,55,28,32205,aufbauzweig,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,,1,3
6,7,10,12,14,15,21,26,,,,,,,,,,,,,,,,,,,,,,,,,132206,1,32,2,6,55,28,32206,aufbauzweig,3,4,3,3.4545455,3,3,4,3.3,15,42,2,2,2,12,2,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,46,1,3
1,15,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132207,1,32,2,7,55,28,32207,aufbauzweig,3,4,4,3.2727273,4,4,4,3.4000001,16,30,2,2,1,14,3,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,42,1,3
8,16,22,24,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,132208,1,32,2,8,55,28,32208,aufbauzweig,3,3,2,2.9000001,3,3,4,2.8888888,16,35,2,3,2,12,2,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,39,0,3
1,2,3,11,13,19,22,24,26,27,,,,,,,,,,,,,,,,,,,,,,,132209,1,32,2,9,55,28,32209,aufbauzweig,4,4,5,3.7272727,4,4,4,3.5999999,17,32,9,9,1,9,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,53,0,3
6,14,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132210,1,32,2,10,55,28,32210,aufbauzweig,4,4,3,3.8181818,4,3,4,3.5,16,34,10,8,1,13,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,39,1,3
2,23,24,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132211,1,32,2,11,55,28,32211,aufbauzweig,4,4,5,4,,,,,17,27,13,11,2,11,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,54,0,3
4,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132212,1,32,2,12,55,28,32212,aufbauzweig,4,5,4,3.8,5,4,4,3.4444444,17,43,2,2,1,12,2,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,46,0,3
12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132213,1,32,2,13,55,28,32213,aufbauzweig,2,1,2,1.8181819,2,1,3,1.7,15,42,2,1,2,14,3,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,39,0,3
6,10,21,24,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,132214,1,32,2,14,55,28,32214,aufbauzweig,3,3,3,3.1818182,4,4,3,3.4000001,16,38,2,1,3,18,5,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,28,1,3
6,22,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132215,1,32,2,15,55,28,32215,aufbauzweig,4,4,5,3.5454545,4,5,4,2.8181818,16,39,4,9,2,13,2,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,46,1,3
8,22,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132216,1,32,2,16,55,28,32216,aufbauzweig,4,5,4,3.5454545,4,5,3,3.3,16,44,8,1,2,11,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,42,1,3
19,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132217,1,32,2,17,55,28,32217,aufbauzweig,4,4,3,3.4545455,4,4,3,3.2,18,44,9,2,2,13,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,46,0,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132218,1,32,2,18,55,28,32218,aufbauzweig,,,,,,,,,17,31,9,2,2,14,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,46,0,3
13,20,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132219,1,32,2,19,55,28,32219,aufbauzweig,4,4,3,3.6666667,5,4,4,3.7777777,16,30,10,2,2,12,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,44,0,3
13,19,24,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132220,1,32,2,20,55,28,32220,aufbauzweig,4,4,4,3.7272727,,,,,15,34,2,1,2,14,3,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,44,0,3
6,10,14,24,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,132221,1,32,2,21,55,28,32221,aufbauzweig,4,4,3,3.8181818,4,4,4,4.0999999,15,42,1,6,1,12,2,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,34,1,3
1,8,16,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132222,1,32,2,22,55,28,32222,aufbauzweig,2,3,2,2.3636363,3,2,2,2.3,15,37,7,1,3,14,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,43,1,3
2,3,11,23,24,27,,,,,,,,,,,,,,,,,,,,,,,,,,,132223,1,32,2,23,55,28,32223,aufbauzweig,5,5,3,3.909091,4,4,3,3.5,17,58,2,2,1,12,2,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,42,0,3
2,8,20,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132224,1,32,2,24,55,28,32224,aufbauzweig,4,4,4,3.8181818,5,4,4,3.5,16,36,2,2,1,10,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,57,0,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132225,1,32,2,25,55,28,32225,aufbauzweig,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,,0,3
1,3,8,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132226,1,32,2,26,55,28,32226,aufbauzweig,3,4,3,3,4,4,4,3.2,17,43,2,2,2,13,2,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,28,0,3
2,3,9,11,13,16,19,21,23,24,26,27,,,,,,,,,,,,,,,,,,,,,132227,1,32,2,27,55,28,32227,aufbauzweig,5,5,4,4.3000002,,,,,17,29,,,2,11,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,39,0,3
8,16,22,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132228,1,32,2,28,55,28,32228,aufbauzweig,3,3,3,3,4,3,3,2.8888888,16,30,2,2,2,10,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,39,0,3
3,7,8,9,11,12,13,14,18,19,20,24,28,33,,,,,,,,,,,,,,,,,,,133101,1,33,1,1,56,35,33101,aufbauzweig,4,4,4,3.6363637,4,4,3,3.5454545,16,32,2,1,1,17,5,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,34,1,3
5,7,11,14,17,19,24,26,27,28,30,31,33,,,,,,,,,,,,,,,,,,,,133102,1,33,1,2,56,35,33102,aufbauzweig,3,3,4,3.5454545,,,,,16,32,9,4,2,17,5,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,52,0,3
3,5,11,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133103,1,33,1,3,56,35,33103,aufbauzweig,5,5,5,4.5454545,4,4,3,4.090909,15,39,8,2,2,13,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,42,0,3
12,14,20,25,28,30,31,33,,,,,,,,,,,,,,,,,,,,,,,,,133104,1,33,1,4,56,35,33104,aufbauzweig,3,5,3,3.5454545,,,,,17,42,4,2,1,13,2,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,39,0,3
2,3,4,6,7,11,14,15,25,29,34,35,,,,,,,,,,,,,,,,,,,,,133105,1,33,1,5,56,35,33105,aufbauzweig,5,5,5,4.5999999,5,5,4,3.9000001,16,20,7,2,2,12,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,39,0,3
4,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133106,1,33,1,6,56,35,33106,aufbauzweig,4,6,5,3.5454545,4,5,3,3.1818182,16,42,12,1,1,16,4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,43,0,3
4,7,9,14,22,24,28,31,,,,,,,,,,,,,,,,,,,,,,,,,133107,1,33,1,7,56,35,33107,aufbauzweig,4,5,3,3.3636363,5,4,4,3.4000001,16,37,2,3,2,9,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,39,0,3
13,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133108,1,33,1,8,56,35,33108,aufbauzweig,3,3,4,3.1818182,3,3,4,3.3636363,16,26,9,9,1,7,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,60,1,3
1,4,7,14,20,22,24,25,26,28,31,,,,,,,,,,,,,,,,,,,,,,133109,1,33,1,9,56,35,33109,aufbauzweig,3,4,4,3.3636363,3,4,4,3.0999999,16,41,2,3,2,16,4,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,58,1,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133110,1,33,1,10,56,35,33110,aufbauzweig,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,,0,3
4,11,12,14,17,27,28,31,,,,,,,,,,,,,,,,,,,,,,,,,133111,1,33,1,11,56,35,33111,aufbauzweig,3,4,4,3.2727273,4,4,4,3.3636363,17,39,,,2,14,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,62,0,3
8,13,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133112,1,33,1,12,56,35,33112,aufbauzweig,2,2,4,2.4545455,3,2,3,2.6363637,16,48,9,2,1,14,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,50,1,3
8,11,15,21,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,133113,1,33,1,13,56,35,33113,aufbauzweig,4,3,4,3.3636363,4,5,4,3.6363637,16,25,13,2,2,14,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,74,1,3
7,14,24,28,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,133114,1,33,1,14,56,35,33114,aufbauzweig,3,3,4,3.090909,3,4,3,3.4000001,17,43,1,2,3,11,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,42,0,3
5,6,7,8,10,12,13,15,17,18,19,22,23,26,27,28,29,32,33,35,,,,,,,,,,,,,133115,1,33,1,15,56,35,33115,aufbauzweig,5,4,4,3.090909,4,5,3,3.090909,16,26,2,6,2,11,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,39,0,3
6,12,18,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133116,1,33,1,16,56,35,33116,aufbauzweig,5,5,4,3.6363637,4,5,3,2.8181818,17,36,2,2,1,12,2,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,32,0,3
18,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133117,1,33,1,17,56,35,33117,aufbauzweig,4,3,5,3.909091,4,4,4,4.090909,15,46,4,2,2,17,5,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,46,0,3
5,17,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133118,1,33,1,18,56,35,33118,aufbauzweig,4,4,4,2.8181818,4,4,3,2.7272727,16,41,9,5,1,12,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,51,0,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133119,1,33,1,19,56,35,33119,aufbauzweig,4,4,5,4,,,,,16,12,13,10,3,8,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,64,0,3
4,7,24,28,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,133120,1,33,1,20,56,35,33120,aufbauzweig,3,3,4,3.1818182,4,4,5,3.8,16,47,2,2,1,10,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,42,0,3
20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133121,1,33,1,21,56,35,33121,aufbauzweig,4,4,4,3.7272727,4,4,4,3.8333333,15,30,2,1,1,11,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,39,1,3
2,3,4,5,7,8,9,11,12,13,14,15,17,18,24,25,26,27,28,30,31,32,33,34,,,,,,,,,133122,1,33,1,22,56,35,33122,aufbauzweig,,,,,,,,,17,44,2,1,2,13,2,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,44,0,3
4,6,7,11,12,14,15,16,18,22,28,29,32,34,,,,,,,,,,,,,,,,,,,133123,1,33,1,23,56,35,33123,aufbauzweig,3,3,3,3.3,4,4,4,3.9000001,14,50,,,,10,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,,0,3
4,5,7,9,14,15,20,24,28,31,,,,,,,,,,,,,,,,,,,,,,,133124,1,33,1,24,56,35,33124,aufbauzweig,4,3,4,3.3,4,4,4,3.5999999,17,54,6,3,1,11,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,,0,3
4,6,14,28,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,133125,1,33,1,25,56,35,33125,aufbauzweig,4,5,5,3.909091,4,4,4,3.3636363,16,43,4,1,2,10,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,46,0,3
4,10,14,15,18,28,,,,,,,,,,,,,,,,,,,,,,,,,,,133126,1,33,1,26,56,35,33126,aufbauzweig,4,4,3,3.5,4,4,4,3.8,17,38,9,7,2,10,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,46,0,3
4,11,15,19,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,133127,1,33,1,27,56,35,33127,aufbauzweig,,,,,,,,,16,46,,6,1,10,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,,0,3
4,7,9,12,14,15,21,22,24,28,31,32,33,,,,,,,,,,,,,,,,,,,,133128,1,33,1,28,56,35,33128,aufbauzweig,3,4,3,3.090909,3,4,3,2.7272727,15,46,2,2,2,13,2,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,39,0,3
4,7,11,12,14,15,17,18,26,27,28,31,33,34,35,,,,,,,,,,,,,,,,,,133129,1,33,1,29,56,35,33129,aufbauzweig,,,,,,,,,15,42,2,2,1,13,2,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,39,0,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133130,1,33,1,30,56,35,33130,aufbauzweig,4,2,3,3.7272727,5,3,4,3.9000001,16,38,9,2,2,15,4,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,53,0,3
2,3,4,5,7,11,12,14,19,20,22,24,25,27,28,30,31,33,,,,,,,,,,,,,,,133131,1,33,1,31,56,35,33131,aufbauzweig,4,4,4,3.909091,4,5,4,3.8,17,45,6,1,2,13,2,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,60,0,3
12,20,29,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133132,1,33,1,32,56,35,33132,aufbauzweig,4,4,4,3.7272727,,,,,15,32,,2,2,11,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,42,1,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133133,1,33,1,33,56,35,33133,aufbauzweig,4,4,3,3.4545455,3,4,3,3.2727273,16,33,6,6,2,13,2,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,60,0,3
29,33,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133134,1,33,1,34,56,35,33134,aufbauzweig,4,4,5,3.8181818,4,4,4,4.090909,15,45,5,6,1,3,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,43,0,3
7,10,12,13,15,16,24,29,33,34,,,,,,,,,,,,,,,,,,,,,,,133135,1,33,1,35,56,35,33135,aufbauzweig,4,3,3,3.090909,4,3,4,3.3636363,15,27,4,1,3,14,3,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,39,0,3
7,9,11,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134101,1,34,1,1,57,29,34101,neusprachlich,,,,,,,,,15,57,7,10,1,13,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,39,0,3
7,11,21,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134102,1,34,1,2,57,29,34102,neusprachlich,,,,,,,,,15,45,2,1,2,9,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,38,0,3
8,10,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134103,1,34,1,3,57,29,34103,altsprachlich,,,,,,,,,16,37,13,3,3,16,4,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,74,0,3
4,6,11,12,15,16,18,22,25,27,,,,,,,,,,,,,,,,,,,,,,,134104,1,34,1,4,57,29,34104,neusprachlich,,,,,,,,,15,32,4,4,3,15,4,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,39,0,3
6,15,22,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134105,1,34,1,5,57,29,34105,neusprachlich,,,,,,,,,15,31,10,2,2,10,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,49,0,3
4,5,14,15,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,134106,1,34,1,6,57,29,34106,neusprachlich,,,,,,,,,15,34,2,3,1,16,4,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,42,0,3
1,2,21,24,25,28,,,,,,,,,,,,,,,,,,,,,,,,,,,134107,1,34,1,7,57,29,34107,altsprachlich,,,,,,,,,15,34,6,5,2,10,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,44,0,3
2,3,5,6,10,11,13,14,15,17,18,20,22,25,27,28,29,,,,,,,,,,,,,,,,134108,1,34,1,8,57,29,34108,neusprachlich,,,,,,,,,14,41,13,13,3,12,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,63,0,3
11,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134109,1,34,1,9,57,29,34109,neusprachlich,,,,,,,,,15,41,2,5,3,14,3,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,60,0,3
8,13,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134110,1,34,1,10,57,29,34110,altsprachlich,,,,,,,,,17,44,6,3,2,18,5,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,43,0,3
2,12,15,27,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,134111,1,34,1,11,57,29,34111,neusprachlich,,,,,,,,,15,53,1,6,2,14,3,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,39,0,3
1,2,9,10,11,12,14,15,23,27,,,,,,,,,,,,,,,,,,,,,,,134112,1,34,1,12,57,29,34112,altsprachlich,5,4,3,3.7272727,5,4,4,3.4166667,15,29,1,1,3,12,2,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,31,0,3
5,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134113,1,34,1,13,57,29,34113,neusprachlich,,,,,,,,,15,57,9,1,1,15,4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,46,0,3
3,8,10,13,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,134114,1,34,1,14,57,29,34114,neusprachlich,,,,,,,,,17,51,2,1,2,12,2,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,62,0,3
2,5,6,7,9,10,11,16,22,,,,,,,,,,,,,,,,,,,,,,,,134115,1,34,1,15,57,29,34115,neusprachlich,3,3,4,3.4545455,4,3,3,2.909091,15,32,2,2,1,14,3,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,46,0,3
4,5,9,14,16,21,22,29,,,,,,,,,,,,,,,,,,,,,,,,,134116,1,34,1,16,57,29,34116,neusprachlich,,,,,,,,,15,29,2,2,3,16,4,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,43,0,3
12,14,16,20,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,134117,1,34,1,17,57,29,34117,neusprachlich,4,4,3,3.909091,5,4,4,3.75,15,43,2,3,1,16,4,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,48,0,3
7,13,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134118,1,34,1,18,57,29,34118,neusprachlich,,,,,,,,,15,40,9,2,2,12,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,54,0,3
4,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134119,1,34,1,19,57,29,34119,neusprachlich,,,,,,,,,15,39,13,12,2,10,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,54,0,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134120,1,34,1,20,57,29,34120,neusprachlich,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,,0,3
7,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134121,1,34,1,21,57,29,34121,neusprachlich,,,,,,,,,15,24,13,13,2,12,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,69,0,3
5,6,11,15,22,27,,,,,,,,,,,,,,,,,,,,,,,,,,,134122,1,34,1,22,57,29,34122,neusprachlich,,,,,,,,,16,47,2,1,3,12,2,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,39,0,3
